Onderwerp,Toelichting,Kenmerk
Afgekeurde contracten zijn niet zichtbaar voor alle inkopers in 'Alle afgekeurde contracten in de workflow'.,"Probleembeschrijving: Hoi Dennis, Nog een vraag in het verlengde van incident 2329674 die reeds is afgesloten. Een afgekeurd contract is niet zichtbaar in de weergave 'Te beoordelen contracten' omdat deze niet meer ter beoordeling staat tot deze opnieuw word ingestuurd, begrijpelijk. Waarom wordt deze ook niet voor iedereen zichtbaar in de weergave 'Alle afgekeurde contracten in de workflow'? Als voorbeeld heb ik in de TO testomgeving contract C2025-024 afgekeurd, deze is enkel voor de instuurder en Functioneel beheer zichtbaar, maar niet voor de overige inkopers. De pagina is wel toegevoegd en geautoriseerd aan de functionaliteit 'INK: Strategisch/tactisch inkoper' waar alle inkopers inzitten. Wat mis ik? Aanvullende details: - Kun je bevestigen of de autorisatie voor de functionaliteit 'INK: Strategisch/tactisch inkoper' correct is ingesteld voor alle inkopers? - ja - Kun je aangeven of dit gedrag consistent is voor alle afgekeurde contracten of alleen voor contract C2025-024? - Dit geldt voor alle afgekeurde contracten - Kun je toelichten welke stappen je hebt doorlopen om dit te testen? - Autorisatie en voorbeeld weergave gecontroleerd op pagina, functionaliteit, pagina onderdelen, autorisatie en in de autorisatie tool.",ERP
ING bankkoppeling voor SB ondernemen,N.a.v. het gesprek over de klacht. Klant wil graag de ING koppeling gebruiken voor SB ondernemen.,ERP
Rechten HR Support in AFAS voor mailen naar HR en Directie zonder toegang tot dossier/salaris.,"Probleembeschrijving: Goedemorgen, Binnen AFAS versturen wij vaak mails naar het hele bedrijf vanuit HR Support. Deze gebruikersgroep heeft toegang tot alle medewerkers binnen het bedrijf behalve HR en Directie. Omdat wij graag de mails vanuit AFAS ook naar deze afdelingen willen sturen zoeken wij naar een oplossing waarin HR Support wel kan mailen naar de medewerkers uit deze afdelingen maar niet het dossier/salarisgegevens etc. kan zien. Is hier een mogelijkheid voor of moet deze groep gemaild worden vanuit Outlook dat de mailadressen door mij als applicatiebeheerder aangeleverd worden? Met vriendelijke groet, Alec Buijs Aanvullende details: - Kun je precies aangeven welke rechten HR Support momenteel heeft binnen AFAS? - Ja, alle medewerkers behalve Directie en HR - Kun je aangeven welke rechten HR Support zou moeten hebben om alleen te kunnen mailen naar HR en Directie? - De rechten om wel te kunnen mailen maar niet het dossier kan inzien/salarisgegevens. - Kun je aangeven welke rechten HR Support niet mag hebben om te voorkomen dat ze dossier- en salarisgegevens kunnen inzien? - Het raadplegen van het salaris en dossier.",Algemeen
[Pocket] [Verzuimverloop] Vrij veld 'Diagnosecode' wordt niet getoond in AFAS Pocket app.,"Probleembeschrijving: Vrij veld wordt niet getoond in de AFAS Pocket app. We hebben een vrij veld (Diagnosecode) toegevoegd aan het profiel voor een verzuimmelding, deze wordt getoond op InSite (zie bijlage 1). Echter wordt deze niet getoond op de AFAS Pocket app (zie bijlage 2). We hebben een controle gedaan door ook een vrij veld toe te voegen aan declaratie en zien dat het daar wel mogelijk is om een vrij veld te tonen in de AFAS Pocket app. Aanvullende details: - Kun je bevestigen of het vrij veld correct is geconfigureerd in de instellingen van AFAS Pocket? - Ja - Heb je gecontroleerd of er specifieke rechten nodig zijn om dit veld zichtbaar te maken in de app? - Ja - Is het mogelijk dat er een verschil is tussen hoe verzuimmeldingen en declaraties worden behandeld binnen AFAS Pocket qua configuratie? - Nee",Algemeen
Instellen verzamelmethode 'verplichting per inkooporderregel' in profiel en boekingslay-out.,"Probleembeschrijving: Hoi Dennis, We hebben de nieuwe inrichting van verplichtingen vanuit order vs confrontatie ontvangst getest en lopen tegen het volgende aan. Vanuit het inkooprelatieprofiel kunnen we de verzamelmethode verplichting per inkooporderregel of artikelgroep instellen. Kunnen we deze optie ook vanuit het profiel en/of de boekingslay-out instellen? Ik zie enkel de optie verplichting aanmaken in de context van de inkoopaanvraag en niet op regel niveau. Hierdoor wordt er één verplichtingsregel aangemaakt in AFAS, en bij de verwerking van in Scansys krijg je dan ook één regel waarop je de factuur kunt verwerken. Voorbeeld: Projectaanvraag OR25-03799 bestaat uit 2 orderregels die zijn aangemaakt via wf inkoopaanvraag project. Instelling hierbij was verplichting aanmaken in inkooprelatieprofiel uit gevinkt en in de context van het Profiel 'Aanmaken inkoopaanvraag project' aangevinkt. In AFAS is op basis hiervan direct verpl.nr 196.302 aangemaakt. Nu zien we dat AFAS er één regel van maakt en niet per orderregel. Het veld verplicht wordt niet meer gevuld met de omschrijving zoals in de aanvraag is meegegeven, waardoor we geen zicht meer hebben welke orderregel en bijbehorende verplichting nu is afgehandeld. Dit beeld wordt in Scansys doorgezet waardoor daar het zicht op wat besteld en gefactureerd wordt ook volledig is verdwenen. Hopelijk is er een mogelijkheid om de verzamelmethode 'verplichting per inkooporderregel' op het profiel in te stellen. Groetjes Franca Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om dit te testen? - Inrichting volgens best practice afas ingesteld in doorlopen in de testomgeving - Speelt dit probleem bij meerdere projecten of alleen bij OR25-03799? - Nee, dit geldt voor alle orders met de aangegeven instelling - Wat is de gewenste situatie die je probeert te bereiken met de verzamelmethode? - Dat de verzamelmethode 'verplichting per inkooporderregel' in de context op een gewenst profiel kan worden ingesteld.",ERP
Foutmelding bij genereren signaal: Inserted value does not meet the length requirements for field 'Zakelijk mailadres' (U72F43447955140DD8A56A870CAE6A50C). Max length = 30,"Probleembeschrijving: Goedemiddag, Goedemiddag, Het signaal dat 6 maanden voor aflopen van het leasecontract gegenereerd wordt, werkt niet. Floor Wassenaar heeft 1 gedeelte van het probleem opgelost, maar het lukt haar niet om (in de tijd) het gehele probleem op te lossen. Zie mail in de bijlage. Het proefsignaal wordt gegenereerd, maar komt niet in het dossier van de medewerker terecht. Kunnen wij hier op korte termijn bij geholpen worden? Alvast bedankt, groeten, Simone van den Hurk Aanvullende details: - Waar loop je precies tegenaan met het signaal dat niet in het dossier terechtkomt? - Dat we leasecontracten niet tijdig verlengen indien nodig. - Sinds wanneer speelt dit probleem? - Sinds een paar weken? - Wat is er precies gewijzigd door Floor Wassenaar en wat is nog niet opgelost? - Zie email.",HRM
"InSite publiceert niet correct in testomgeving T91899TV, foutmelding ""niet gevonden"".","Probleembeschrijving: InSite publiceren werkt niet goed. In omgeving ""T91899TV"" bij Algemeen/In&Outsite/Site tabblad [publiceren] kies ik een (beschikbare) link https://91899.insitetest.afas.online/afas-alg01. Na status ""volledig gepubliceerd"" op de knop ""open url"" geklikt, krijg ik een ""niet gevonden"" fout op de insite link van een totaal andere omgeving: https://91899.insitetest.afas.online/speciale-pagina-prs/notfound. Dit betekent dat ik geen InSite tot mijn beschikking heb in deze ""TV"" testomgeving en dat de testomgeving waaraan gekoppeld (T91899GR) terwijl de status is ""publicatie ingepland"" een actieve koppeling heeft naar InSite die je niet in dié omgeving kunt zien (of beheren). Ook de url direct invoeren in de browser, niet vanuit Profit, geeft hetzelfde resultaat. Andere beschikbare url gekozen, https://91899.insitetest.afas.online/afas-alg02, zelfde resultaat. Weer weggegooid, omgeving opnieuw geopend, oorspronkelijke link gekozen en dan gaat het (gelukkig) goed. Ook al is het onmiddellijke incident nu wel dan opgelost. Dit is natuurlijk niet goed. Ik heb onlangs een hele trits aan url's aangevraagd. Graag allemaal nakijken. Aanvullende details: - Kun je aangeven of dit probleem zich bij meerdere gebruikers voordoet? - ja - Wat is de gewenste situatie die je probeert te bereiken met het publiceren van InSite in deze testomgeving? - Dat Insite aan de gekozen testomgeving is gekoppeld en niet aan een willekeurige andere - Heb je al geprobeerd om de publicatie opnieuw uit te voeren, en zo ja, wat was het resultaat? - ja, andere link gekozen, weer fout, weer weggegooid en oorspronkelijke link gekozen, dan gaat ie ineens wel goed",Algemeen
[Bijlage] [Overzicht] Diploma in InSite openen lukt niet; regel met bijlage is niet klikbaar.,"Probleembeschrijving: Goedemiddag! We maken nu bij onboarden gebruik van de draaiboek taak: aanmaken opleidingen, voorheen deed we dit anders. De medewerker ziet de registratie van opleiding in InSite, maar je kan de regel niet open klikken, waarin de bijlage zit. hoe kan ik diploma openen in inSite die als opleiding is toegevoegd? want dit willen we natuurlijk wel voor de medewerker. Aanvullende details: - Waar loop je precies tegenaan? Kun je meer details geven over wat er gebeurt als je probeert de diploma te openen in InSite? - Je kan de regel niet openen - Welke stappen doorloop je om de diploma te openen? Kun je een beschrijving geven van het proces? - Er op klikken - Sinds wanneer speelt dit probleem? - Altijd al, maar voorheen registreede we de diploma via een vrij type dossier item",HRM
[back-up | terugzetten] Herstel van verwijderde financiële mutaties en terugzetten back-up vóór 18-04-2025.,"Probleembeschrijving: Ik heb mutaties verwijderd in financiële mutaties die niet verwijderd hadden moeten worden. Ik heb jullie hulp nodig om een back-up terug te zetten en de werkzaamheden die ik verricht heb van 18-04-2025 te herstellen. Aanvullende details: - Kun je precies aangeven welke mutaties zijn verwijderd? - alles met datum gewijzigd en dan ""2025"" - Heb je een back-up beschikbaar van de gegevens vóór 18-04-2025? - Nee, die hebben jullie als het goed is. - Zijn er specifieke financiële periodes of transacties die hersteld moeten worden? - Alles",ERP
Verliesverrekening Bellagio Beheermaatschappij NV in aangifte 2023 Kokobel BV ontbreekt.,"Probleembeschrijving: Kokobel BV is per 1-1-2023 gefuseerd met Bellagio Beheermaatschappij NV. Bellagio was verdwijnende vennootschap. Bellagio heeft over 2022 fiscaal te verrekenen verliezen van € 1.422.006. Kokobel zelf heeft over 2022 fiscaal te verrekenen verliezen van € 1.475.802. Ik heb twee regels aangemaakt voor de te verrekenen verliezen van 2022 met de bedragen hierboven per vennootschap, maar alleen het bedrag voor Kokobel zelf wordt meegenomen in de telling. Het maakt hierbij niet uit of ik in de regel voor Bellagio bij vennootschap niets kies en handmatig de RSIN van Bellagio invul of dat ik bij vennootschap Kokobel BV kies: Zie 2 bijlagen. De vraag is: Hoe krijg ik de te verrekenen verlies over 2022 voor Bellagio in de aangifte 2023 van Kokobel verwerkt? Aanvullende details: - Kun je bevestigen of de fusie correct is verwerkt in de software, inclusief de overdracht van fiscale gegevens? - Wat bedoel je precies met deze vraag? Als ik in Helpcenter zoek, krijg ik helemaal niets over fusies. - Kun je aangeven welke stappen je hebt doorlopen om de verliezen van Bellagio in te voeren? - Zie hierboven bij Beschrijving. - Kun je de diagnose van de aangifte 2023 delen, zodat we de verwerking kunnen controleren? - zie bij diagnose",ERP
"Foutmelding bij maken van GetConnector met logtabel voor inkooporder. "" Cannot find getconnector fields.""","Probleembeschrijving: Hi AFAS, Ik krijg bij het maken van een GetConnector op basis van de gegevensverzameling 'Logtabel voor inkooporder (rapport)' de onderstaande foutmelding. Dit krijg ik in meerdere omgevingen. Andere logtabellen lijken ook niet te werken. Weten jullie hoe dit kan? Hoor graag. Met vriendelijke groet, Kay Moekotte Aanvullende details: - _Kun je precies aangeven welke stappen je doorloopt bij het maken van de GetConnector?_ - Klikken op nieuw en dan gegevensverzameling. - _Sinds wanneer speelt dit probleem?_ - Sinds vandaag - _Hebben de logtabellen ooit gewerkt in deze omgevingen?_ - Niet dat ik weet.",ERP
[Proforma] Hogere premie bij proefberekening pensioen,Probleembeschrijving: Pensioenpremie wordt niet goed berekend vanaf 1/6 Bij proforma berekening in juni wijzigt van de premie OP van 373.1 naar 1012.94 (WN 103770) en de AP premie van 4.01 naar 20.06 als ik voor mijzelf een proforma berekening maak voor juni zie ik ook de pensioenpremie fors stijgen Aanvullende details: - Wat is de gewenste situatie voor de pensioenpremie vanaf 1 juni? - ongewijzigd - Kun je de berekening zoals Profit deze nu maakt en zoals je deze verwacht toevoegen? - zie bijlage voor de salarisberekening van april en juni - Zijn er wijzigingen doorgevoerd in de CAO of pensioenregeling die invloed hebben op de berekening vanaf 1 juni? - nee,HRM
Hoe zie ik waar een inkoopfacturenworkflow is blijven hangen,,ERP
Instellen van LC 1034 voor uitbetaling waarde vakantieuren werkt niet zoals verwacht.,"Probleembeschrijving: Goedemorgen, wij hebben een uurloner waarbij naast de vakantietoeslag ook de waarde van de vakantieuren direct moet worden uitbetaald. Ik heb dit proberen activeren op medewerkerniveau in de loonverwerking op LC 1034. zie bijlage Er gebeurt echter niets. Het betreft M. Verdoorn. Aanvullende details: - Kun je precies aangeven wat je hebt ingesteld op medewerkerniveau voor LC 1034? - 100.002.016 berekenen ja nee - ingesteld op Ja - Kun je bevestigen of LC 1034 een eigen looncomponent is of een standaardcomponent? - standaard - Kun je aangeven wat je precies verwacht dat er gebeurt? - uitbetaling waarde vakantieuren",HRM
Aanpassen afschrijvingsvoorwaarden voor meerdere hardware-activa met verschillende aanschafperiodes.,"Probleembeschrijving: Wij hebben op 01-01-2025 2 nieuwe BV's toegevoegd. Daarin wordt sommige hardware ook overgenomen. Een voorbeeld daarvan is hardware aangeschaft bij yellow arrow BV voor E. Slager (aangeschaft en geactiveerd op 21-12-2023). Nu heb ik het actief verkocht op 01-01-2025 aan yellowDATA en de factuur opgesteld voor de boekwaarde incl. btw en gestuurd. Nu wil je hem activeren bij yellowDATA maar de afschrijvingsvoorwaarde voor hardware is 5 jaar. Kan ik ergens dit aanpassen zodat ik de boekwaarde en dan ook nog de resterende afschrijvingsperiode zelf kan beslissen en invullen? En dan voor meedere hardware. een stuk of 5 maar dan is het niet handig om meerdere activagroepen te maken hiervoor. Kan ik dit ergens aanpassen? Scheelt een hele hoop correcties. Ik hoor het graag. Mvg, Marjie Schuur Aanvullende details: - Kun je aangeven in welk scherm of welke module je dit probeert aan te passen? - x - Heb je al geprobeerd de afschrijvingsvoorwaarden aan te passen in de instellingen van de activa-module? - Ja maar het gaat om meerdere actieven met verschillende aanschafperiodes in het verleden. - Is er een specifieke foutmelding of beperking waar je tegenaan loopt bij het invoeren van de nieuwe afschrijvingsperiode? - x",ERP
